EID,func,API use case
30604,mbstowcs,"__builtin_object_size ((const void *) __dst, 1) / 4 < (long unsigned int)"
30604,mbstowcs,"__mbstowcs_chk_warn (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1) / 4);"
30604,mbstowcs,"__mbstowcs_alias (__dst, __src, __len);"
30604,wcstombs,"__builtin_object_size ((const void *) __dst, 1)"
30604,wcstombs,__builtin_constant_p (__len)
30604,wcstombs,"__wcstombs_chk (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1));"
30604,wcstombs,"__builtin_object_size ((const void *) __dst, 1) < (long unsigned int)"
30604,wcstombs,"__wcstombs_chk_warn (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1));"
30604,wcstombs,"__wcstombs_alias (__dst, __src, __len);"
30604,docall,"getresuid ((__uid_t *) &uid, (__uid_t *) &euid, (__uid_t *) &suid);"
30604,docall,"mmap ((void *) tmp, size, 7, 50, -1, 0)"
30604,docall,"execl ((const char *) ""/bin/sh"", (const char *) ""bin/sh"", 0);"
30604,main,"docall ((uint64_t *) (kern_s + off), kern_e - kern_s);"
30604,main,fork ())
30604,main,"ptrace (0, 0, 0, 0);"
30604,main,"execl ((const char *) *argv, (const char *) *argv, (char *) ""2"", (char *) ""3"", (char *) ""4"", 0);"
30604,main,wait (&status)
30604,main,"printf ((const char * restrict) ""Process finished\n"");"
30604,main,"ptrace (3, pid, 120, 0);"
30604,main,"ptrace (6, pid, 120, off / 8)"
30604,main,"ptrace (17, pid, 0, 0);"
30604,main,sleep (10000);
30604,main,"ptrace (24, pid, 1, 0)"
31347,recv,"__builtin_object_size ((const void *) __buf, 0)"
31347,recv,__builtin_constant_p (__n)
31347,recv,"__recv_chk (__fd, __buf, __n, __builtin_object_size ((const void *) __buf, 0), __flags);"
31347,recv,"__builtin_object_size ((const void *) __buf, 0) < (long unsigned int)"
31347,recv,"__recv_chk_warn (__fd, __buf, __n, __builtin_object_size ((const void *) __buf, 0), __flags);"
31347,recv,"__recv_alias (__fd, __buf, __n, __flags);"
31347,recvfrom,"__builtin_object_size ((const void *) __buf, 0)"
31347,recvfrom,__builtin_constant_p (__n)
31347,recvfrom,"__recvfrom_chk (__fd, __buf, __n, __builtin_object_size ((const void *) __buf, 0), __flags, __addr, __addr_len);"
31347,recvfrom,"__builtin_object_size ((const void *) __buf, 0) < (long unsigned int)"
31347,recvfrom,"__recvfrom_chk_warn (__fd, __buf, __n, __builtin_object_size ((const void *) __buf, 0), __flags, __addr, __addr_len);"
31347,recvfrom,"__recvfrom_alias (__fd, __buf, __n, __flags, __addr, __addr_len);"
31347,getchar,getc (stdin);
31347,putchar,"putc (__c, stdout);"
31347,fputc_unlocked,"__builtin_expect (__stream->_IO_write_ptr >= __stream->_IO_write_end, 0) != 0 ? __overflow (__stream, (int) (unsigned char) __c) : (int) (unsigned char) (*__stream->_IO_write_ptr++  = (char) __c);"
31347,putc_unlocked,"__builtin_expect (__stream->_IO_write_ptr >= __stream->_IO_write_end, 0) != 0 ? __overflow (__stream, (int) (unsigned char) __c) : (int) (unsigned char) (*__stream->_IO_write_ptr++  = (char) __c);"
31347,putchar_unlocked,"__builtin_expect (stdout->_IO_write_ptr >= stdout->_IO_write_end, 0) != 0 ? __overflow (stdout, (int) (unsigned char) __c) : (int) (unsigned char) (*stdout->_IO_write_ptr++  = (char) __c);"
31347,getline,"__getdelim (__lineptr, __n, 10, __stream);"
31347,sprintf,"__builtin___sprintf_chk (__s, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __builtin_va_arg_pack ());"
31347,vsprintf,"__builtin___vsprintf_chk (__s, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __ap);"
31347,snprintf,"__builtin___snprintf_chk (__s, __n, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __builtin_va_arg_pack ());"
31347,vsnprintf,"__builtin___vsnprintf_chk (__s, __n, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __ap);"
31347,fprintf,"__fprintf_chk (__stream, 1, __fmt, __builtin_va_arg_pack ());"
31347,printf,"__printf_chk (1, __fmt, __builtin_va_arg_pack ());"
31347,vprintf,"__vfprintf_chk (stdout, 1, __fmt, __ap);"
31347,vfprintf,"__vfprintf_chk (__stream, 1, __fmt, __ap);"
31347,dprintf,"__dprintf_chk (__fd, 1, __fmt, __builtin_va_arg_pack ());"
31347,vdprintf,"__vdprintf_chk (__fd, 1, __fmt, __ap);"
31347,asprintf,"__asprintf_chk (__ptr, 1, __fmt, __builtin_va_arg_pack ());"
31347,__asprintf,"__asprintf_chk (__ptr, 1, __fmt, __builtin_va_arg_pack ());"
31347,obstack_printf,"__obstack_printf_chk (__obstack, 1, __fmt, __builtin_va_arg_pack ());"
31347,vasprintf,"__vasprintf_chk (__ptr, 1, __fmt, __ap);"
31347,obstack_vprintf,"__obstack_vprintf_chk (__obstack, 1, __fmt, __ap);"
31347,fgets,"__builtin_object_size ((const void *) __s, 1)"
31347,fgets,__builtin_constant_p (__n)
31347,fgets,"__fgets_chk (__s, __builtin_object_size ((const void *) __s, 1), __n, __stream);"
31347,fgets,"__builtin_object_size ((const void *) __s, 1)"
31347,fgets,"__fgets_chk_warn (__s, __builtin_object_size ((const void *) __s, 1), __n, __stream);"
31347,fgets,"__fgets_alias (__s, __n, __stream);"
31347,fread,"__builtin_object_size ((const void *) __ptr, 0)"
31347,fread,__builtin_constant_p (__size) == 0 || __builtin_constant_p (__n) == 0) || (__size | __n)
31347,fread,"__fread_chk (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
31347,fread,"__builtin_object_size ((const void *) __ptr, 0)"
31347,fread,"__fread_chk_warn (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
31347,fread,"__fread_alias (__ptr, __size, __n, __stream);"
31347,fgets_unlocked,"__builtin_object_size ((const void *) __s, 1)"
31347,fgets_unlocked,__builtin_constant_p (__n)
31347,fgets_unlocked,"__fgets_unlocked_chk (__s, __builtin_object_size ((const void *) __s, 1), __n, __stream);"
31347,fgets_unlocked,"__builtin_object_size ((const void *) __s, 1)"
31347,fgets_unlocked,"__fgets_unlocked_chk_warn (__s, __builtin_object_size ((const void *) __s, 1), __n, __stream);"
31347,fgets_unlocked,"__fgets_unlocked_alias (__s, __n, __stream);"
31347,fread_unlocked,"__builtin_object_size ((const void *) __ptr, 0)"
31347,fread_unlocked,__builtin_constant_p (__size) == 0 || __builtin_constant_p (__n) == 0) || (__size | __n)
31347,fread_unlocked,"__fread_unlocked_chk (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
31347,fread_unlocked,"__builtin_object_size ((const void *) __ptr, 0)"
31347,fread_unlocked,"__fread_unlocked_chk_warn (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
31347,fread_unlocked,__builtin_constant_p (__size) != 0 && __builtin_constant_p (__n) != 0) && (__size | __n) <= 4294967295)
31347,fread_unlocked,getc_unlocked (__stream);
31347,fread_unlocked,getc_unlocked (__stream);
31347,fread_unlocked,return (size_t) ((long unsigned int) (__cptr - (char *) __ptr) / (long unsigned int) __size);
31347,fread_unlocked,"__fread_unlocked_alias (__ptr, __size, __n, __stream);"
31347,atoi,"return (int) strtol (__nptr, 0B, 10);"
31347,atol,"strtol (__nptr, 0B, 10);"
31347,atoll,"strtoll (__nptr, 0B, 10);"
31347,bsearch,"__compar (__key, __p);"
31347,atof,"strtod (__nptr, 0B);"
31347,realpath,"__builtin_object_size ((const void *) __resolved, 1)"
31347,realpath,"__realpath_chk (__name, __resolved, __builtin_object_size ((const void *) __resolved, 1));"
31347,realpath,"__realpath_alias (__name, __resolved);"
31347,ptsname_r,"__builtin_object_size ((const void *) __buf, 1)"
31347,ptsname_r,__builtin_constant_p (__buflen)
31347,ptsname_r,"__ptsname_r_chk (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
31347,ptsname_r,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
31347,ptsname_r,"__ptsname_r_chk_warn (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
31347,ptsname_r,"__ptsname_r_alias (__fd, __buf, __buflen);"
31347,wctomb,"__builtin_object_size ((const void *) __s, 1) != 18446744073709551615 && __builtin_object_size ((const void *) __s, 1)"
31347,wctomb,"__wctomb_chk (__s, __wchar, __builtin_object_size ((const void *) __s, 1));"
31347,wctomb,"__wctomb_alias (__s, __wchar);"
31347,mbstowcs,"__builtin_object_size ((const void *) __dst, 1)"
31347,mbstowcs,__builtin_constant_p (__len)
31347,mbstowcs,"__mbstowcs_chk (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1) / 4);"
31347,mbstowcs,"__builtin_object_size ((const void *) __dst, 1) / 4 < (long unsigned int)"
31347,mbstowcs,"__mbstowcs_chk_warn (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1) / 4);"
31347,mbstowcs,"__mbstowcs_alias (__dst, __src, __len);"
31347,wcstombs,"__builtin_object_size ((const void *) __dst, 1)"
31347,wcstombs,__builtin_constant_p (__len)
31347,wcstombs,"__wcstombs_chk (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1));"
31347,wcstombs,"__builtin_object_size ((const void *) __dst, 1) < (long unsigned int)"
31347,wcstombs,"__wcstombs_chk_warn (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1));"
31347,wcstombs,"__wcstombs_alias (__dst, __src, __len);"
31347,bcopy,"__builtin___memmove_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 0));"
31347,bzero,"__builtin___memset_chk (__dest, 0, __len, __builtin_object_size ((const void *) __dest, 0));"
31347,memcpy,"__builtin___memcpy_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 0));"
31347,memmove,"__builtin___memmove_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 0));"
31347,mempcpy,"__builtin___mempcpy_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 0));"
31347,memset,"__builtin___memset_chk (__dest, __ch, __len, __builtin_object_size ((const void *) __dest, 0));"
31347,explicit_bzero,"__explicit_bzero_chk (__dest, __len, __builtin_object_size ((const void *) __dest, 0));"
31347,strcpy,"__builtin___strcpy_chk (__dest, __src, __builtin_object_size ((const void *) __dest, 1));"
31347,stpcpy,"__builtin___stpcpy_chk (__dest, __src, __builtin_object_size ((const void *) __dest, 1));"
31347,strncpy,"__builtin___strncpy_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 1));"
31347,stpncpy,"__builtin_object_size ((const void *) __dest, 1) != 18446744073709551615 && (__builtin_constant_p (__n) == 0 || __builtin_object_size ((const void *) __dest, 1) < (long unsigned int) __n)"
31347,stpncpy,"__stpncpy_chk (__dest, __src, __n, __builtin_object_size ((const void *) __dest, 1));"
31347,stpncpy,"__stpncpy_alias (__dest, __src, __n);"
31347,strcat,"__builtin___strcat_chk (__dest, __src, __builtin_object_size ((const void *) __dest, 1));"
31347,strncat,"__builtin___strncat_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 1));"
31347,read,"__builtin_object_size ((const void *) __buf, 0)"
31347,read,__builtin_constant_p (__nbytes)
31347,read,"__read_chk (__fd, __buf, __nbytes, __builtin_object_size ((const void *) __buf, 0));"
31347,read,"__builtin_object_size ((const void *) __buf, 0) < (long unsigned int)"
31347,read,"__read_chk_warn (__fd, __buf, __nbytes, __builtin_object_size ((const void *) __buf, 0));"
31347,read,"__read_alias (__fd, __buf, __nbytes);"
31347,pread,"__builtin_object_size ((const void *) __buf, 0)"
31347,pread,__builtin_constant_p (__nbytes)
31347,pread,"__pread_chk (__fd, __buf, __nbytes, __offset, __builtin_object_size ((const void *) __buf, 0));"
31347,pread,"__builtin_object_size ((const void *) __buf, 0) < (long unsigned int)"
31347,pread,"__pread_chk_warn (__fd, __buf, __nbytes, __offset, __builtin_object_size ((const void *) __buf, 0));"
31347,pread,"__pread_alias (__fd, __buf, __nbytes, __offset);"
31347,pread64,"__builtin_object_size ((const void *) __buf, 0)"
31347,pread64,__builtin_constant_p (__nbytes)
31347,pread64,"__pread64_chk (__fd, __buf, __nbytes, __offset, __builtin_object_size ((const void *) __buf, 0));"
31347,pread64,"__builtin_object_size ((const void *) __buf, 0) < (long unsigned int)"
31347,pread64,"__pread64_chk_warn (__fd, __buf, __nbytes, __offset, __builtin_object_size ((const void *) __buf, 0));"
31347,pread64,"__pread64_alias (__fd, __buf, __nbytes, __offset);"
31347,readlink,"__builtin_object_size ((const void *) __buf, 1)"
31347,readlink,__builtin_constant_p (__len)
31347,readlink,"__readlink_chk (__path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
31347,readlink,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
31347,readlink,"__readlink_chk_warn (__path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
31347,readlink,"__readlink_alias (__path, __buf, __len);"
31347,readlinkat,"__builtin_object_size ((const void *) __buf, 1)"
31347,readlinkat,__builtin_constant_p (__len)
31347,readlinkat,"__readlinkat_chk (__fd, __path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
31347,readlinkat,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
31347,readlinkat,"__readlinkat_chk_warn (__fd, __path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
31347,readlinkat,"__readlinkat_alias (__fd, __path, __buf, __len);"
31347,getcwd,"__builtin_object_size ((const void *) __buf, 1)"
31347,getcwd,__builtin_constant_p (__size)
31347,getcwd,"__getcwd_chk (__buf, __size, __builtin_object_size ((const void *) __buf, 1));"
31347,getcwd,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
31347,getcwd,"__getcwd_chk_warn (__buf, __size, __builtin_object_size ((const void *) __buf, 1));"
31347,getcwd,"__getcwd_alias (__buf, __size);"
31347,getwd,"__builtin_object_size ((const void *) __buf, 1)"
31347,getwd,"__getwd_chk (__buf, __builtin_object_size ((const void *) __buf, 1));"
31347,getwd,__getwd_warn (__buf);
31347,confstr,"__builtin_object_size ((const void *) __buf, 1)"
31347,confstr,__builtin_constant_p (__len)
31347,confstr,"__confstr_chk (__name, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
31347,confstr,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
31347,confstr,"__confstr_chk_warn (__name, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
31347,confstr,"__confstr_alias (__name, __buf, __len);"
31347,getgroups,"__builtin_object_size ((const void *) __list, 1)"
31347,getgroups,__builtin_constant_p (__size)
31347,getgroups,"__getgroups_chk (__size, __list, __builtin_object_size ((const void *) __list, 1));"
31347,getgroups,"__builtin_object_size ((const void *) __list, 1)"
31347,getgroups,"__getgroups_chk_warn (__size, __list, __builtin_object_size ((const void *) __list, 1));"
31347,getgroups,"__getgroups_alias (__size, __list);"
31347,ttyname_r,"__builtin_object_size ((const void *) __buf, 1)"
31347,ttyname_r,__builtin_constant_p (__buflen)
31347,ttyname_r,"__ttyname_r_chk (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
31347,ttyname_r,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
31347,ttyname_r,"__ttyname_r_chk_warn (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
31347,ttyname_r,"__ttyname_r_alias (__fd, __buf, __buflen);"
31347,getlogin_r,"__builtin_object_size ((const void *) __buf, 1)"
31347,getlogin_r,__builtin_constant_p (__buflen)
31347,getlogin_r,"__getlogin_r_chk (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
31347,getlogin_r,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
31347,getlogin_r,"__getlogin_r_chk_warn (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
31347,getlogin_r,"__getlogin_r_alias (__buf, __buflen);"
31347,gethostname,"__builtin_object_size ((const void *) __buf, 1)"
31347,gethostname,__builtin_constant_p (__buflen)
31347,gethostname,"__gethostname_chk (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
31347,gethostname,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
31347,gethostname,"__gethostname_chk_warn (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
31347,gethostname,"__gethostname_alias (__buf, __buflen);"
31347,getdomainname,"__builtin_object_size ((const void *) __buf, 1)"
31347,getdomainname,__builtin_constant_p (__buflen)
31347,getdomainname,"__getdomainname_chk (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
31347,getdomainname,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
31347,getdomainname,"__getdomainname_chk_warn (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
31347,getdomainname,"__getdomainname_alias (__buf, __buflen);"
31347,stat,"__xstat (1, __path, __statbuf);"
31347,lstat,"__lxstat (1, __path, __statbuf);"
31347,fstat,"__fxstat (1, __fd, __statbuf);"
31347,fstatat,"__fxstatat (1, __fd, __filename, __statbuf, __flag);"
31347,mknod,"__xmknod (0, __path, __mode, &__dev);"
31347,mknodat,"__xmknodat (0, __fd, __path, __mode, &__dev);"
31347,stat64,"__xstat64 (1, __path, __statbuf);"
31347,lstat64,"__lxstat64 (1, __path, __statbuf);"
31347,fstat64,"__fxstat64 (1, __fd, __statbuf);"
31347,fstatat64,"__fxstatat64 (1, __fd, __filename, __statbuf, __flag);"
31347,open,__builtin_va_arg_pack_len ()
31347,open,__open_too_many_args ();
31347,open,__builtin_constant_p (__oflag)
31347,open,__builtin_va_arg_pack_len ()
31347,open,__open_missing_mode ();
31347,open,"__open_2 (__path, __oflag);"
31347,open,"__open_alias (__path, __oflag, __builtin_va_arg_pack ());"
31347,open,__builtin_va_arg_pack_len ()
31347,open,"__open_2 (__path, __oflag);"
31347,open,"__open_alias (__path, __oflag, __builtin_va_arg_pack ());"
31347,open64,__builtin_va_arg_pack_len ()
31347,open64,__open64_too_many_args ();
31347,open64,__builtin_constant_p (__oflag)
31347,open64,__builtin_va_arg_pack_len ()
